E1,minE,maxE,minG,maxG,a,b,cdf
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.01,0.011,0.0,0.0,-0.0,0.0,0.0
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.02,0.0,5.719199577428874,285.9599788714437,0.0,5.719199577428874e-5
0.01,0.02,0.04,5.719199577428874,5.8788977016939485,7.984906213253721,5.5595014531638,0.000173172968565517
0.01,0.04,0.12,5.8788977016939485,6.571162700505534,8.653312485144818,5.5327652022881555,0.0006711753846534963
0.01,0.12,0.15,6.571162700505534,6.797243961937284,7.536042047725013,5.666837654778532,0.0008717014845901385
0.01,0.15,0.18,6.797243961937284,6.998206230371355,6.69874228113569,5.792432619766931,0.001078633237474768
0.01,0.18,0.21,6.998206230371355,7.173750003290369,5.851459097300467,5.944943592857271,0.001291212580979694
0.01,0.21,0.24,7.173750003290369,7.3242345918585645,5.016152952273194,6.120357883312998,0.001508682349906928
0.01,0.24,0.27,7.3242345918585645,7.450308857592875,4.202475524476983,6.315640465984089,0.0017303005016486997
0.01,0.27,0.3,7.450308857592875,7.552759166807991,3.4150103071705673,6.528256074656821,0.0019553465220147124
0.01,0.3,0.34,7.552759166807991,7.654097669053766,2.533462556144364,6.792720399964683,0.002259483658731948
0.01,0.34,0.38,7.654097669053766,7.717094969171069,1.5749325029325902,7.118620618056686,0.0025669075114964444
0.01,0.38,0.42,7.717094969171069,7.743944235925224,0.6712316688538645,7.462026935006601,0.00287612829559837
0.01,0.42,0.46,7.743944235925224,7.736872666923353,-0.17678922504677588,7.81819571044487,0.0031857446336553416
0.01,0.46,0.5,7.736872666923353,7.698125142439301,-0.9686881121012928,8.182469198489947,0.0034944445898425947
0.01,0.5,0.54,7.698125142439301,7.6299527423366635,-1.7043100025659532,8.550280143722278,0.003801006147538114
0.01,0.54,0.58,7.6299527423366635,7.534603102095787,-2.3837410060219133,8.917172885588496,0.004104297264426762
0.01,0.58,0.62,7.534603102095787,7.414311517117744,-3.007289624451079,9.278831084277414,0.004403275556811033
0.01,0.62,0.66,7.414311517117744,7.271292444680107,-3.5754768109409056,9.631107139901106,0.00469698763604699
0.01,0.66,0.7000000000000001,7.271292444680107,7.107731331336124,-4.089027833599575,9.970050814855826,0.004984568111567314
0.01,0.7000000000000001,0.75,7.107731331336124,6.877661859543243,-4.601389435857641,10.328703936436474,0.005334202941339298
0.01,0.75,0.8,6.877661859543243,6.62294674686591,-5.094302253546638,10.698388549703221,0.005671718156499527
0.01,0.8,0.85,6.62294674686591,6.347554274424503,-5.5078494488281455,11.029226305928427,0.0059959806820317875
0.01,0.85,0.9,6.347554274424503,6.055304435480756,-5.844996778874948,11.315801536468207,0.006306052149779419
0.01,0.9,0.96,6.055304435480756,5.687485800318576,-6.13031058603632,11.572583962913443,0.006658335856853399
0.01,0.96,1.03,5.687485800318576,5.2422632664407605,-6.360321912540228,11.793394836357196,0.007040877074189976
0.01,1.03,1.1400000000000001,5.2422632664407605,4.527526759077175,-6.497604612396224,11.934796017208873,0.007578215525593463
0.01,1.1400000000000001,1.23,4.527526759077175,3.947111172616142,-6.449062071789268,11.879457520916942,0.007959574232519662
0.01,1.23,1.29,3.947111172616142,3.569911230405153,-6.286665703516478,11.679709987941411,0.0081850849046103
0.01,1.29,1.34,3.569911230405153,3.264563071917946,-6.106963169744131,11.447893719375083,0.008355946762168378
0.01,1.34,1.3900000000000001,3.264563071917946,2.96927795650822,-5.9057023081945115,11.178204164898592,0.008511792787879034
0.01,1.3900000000000001,1.43,2.96927795650822,2.7413336938524604,-5.6986065663940195,10.890341083795908,0.008626005020886247
0.01,1.43,1.47,2.7413336938524604,2.521495835975242,-5.495946446930456,10.600537112963012,0.0087312616114828
0.01,1.47,1.51,2.521495835975242,2.310352217575968,-5.278590459981847,10.281023812148556,0.008827898572553824
0.01,1.51,1.55,2.310352217575968,2.1084001638436662,-5.048801343307536,9.934042245970346,0.008916273620182217
0.01,1.55,1.59,2.1084001638436662,1.9160484982325354,-4.80879164027827,9.562027206274983,0.00899676259342374
0.01,1.59,1.62,1.9160484982325354,1.7782822657447992,-4.592207749591202,9.217658820082548,0.009052177554883401
0.01,1.62,1.6500000000000001,1.7782822657447992,1.6462046057326454,-4.4025886670717895,8.910475906401098,0.009103544857955562
0.01,1.6500000000000001,1.68,1.6462046057326454,1.519894914008973,-4.210323057455775,8.593237650534675,0.009151036350751688
0.01,1.68,1.71,1.519894914008973,1.3994075678133142,-4.016244873188623,8.267186300965859,0.009194825887979022
0.01,1.71,1.74,1.3994075678133142,1.2847727078958089,-3.821161997250173,7.93359458311111,0.009235088592114658
0.01,1.74,1.77,1.2847727078958089,1.1759970660232404,-3.6258547290856145,7.593759936504778,0.009272000138723443
0.01,1.77,1.8,1.1759970660232404,1.0730648361119206,-3.43107433037732,7.248998630791095,0.00930573606725547
0.01,1.8,1.83,1.0730648361119206,0.9759385872875471,-3.237541627479115,6.900639765574328,0.009336471118606462
0.01,1.83,1.86,0.9759385872875471,0.8845602172688415,-3.045945667290187,6.55001915842859,0.009364378600674808
0.01,1.86,1.8900000000000001,0.8845602172688415,0.7988519445653214,-2.8569424234506675,6.198473124887083,0.009389629783102321
0.01,1.8900000000000001,1.92,0.7988519445653214,0.718717338069631,-2.6711535498563617,5.847332153793845,0.009412393322341844
0.01,1.92,1.95,0.718717338069631,0.6440423827059082,-2.489165178790758,5.497914481347887,0.009432834718153477
0.01,1.95,1.98,0.6440423827059082,0.57469657986598,-2.3115267613309394,5.151519567301239,0.009451115802592055
0.01,1.98,2.0,0.57469657986598,0.5313552578420813,-2.167066101194932,4.865487460231946,0.009462176320969136
0.01,2.0,2.02,0.5313552578420813,0.49027115336834853,-2.054205223686635,4.639765705215352,0.00947239258508124
0.01,2.02,2.04,0.49027115336834853,0.45139485612615216,-1.9438148621098184,4.416777174830182,0.009481809245176186
0.01,2.04,2.06,0.45139485612615216,0.4146744704097375,-1.8360192858207307,4.196874199200443,0.009490469938441545
0.01,2.06,2.08,0.4146744704097375,0.38005577745894115,-1.7309346475398155,3.9803998443417576,0.00949841724092023
0.01,2.08,2.1,0.38005577745894115,0.34748240032172656,-1.6286688568607284,3.767686999729256,0.009505692622698037
0.01,2.1,2.12,0.34748240032172656,0.3168959711696263,-1.5293214576050116,3.559057461292251,0.00951233640641295
0.01,2.12,2.14,0.3168959711696263,0.2882363009844206,-1.432983509260283,3.3548210108014267,0.00951838772913449
0.01,2.14,2.16,0.2882363009844206,0.2614415515276592,-1.3397374728380693,3.155274492857889,0.00952388450765961
0.01,2.16,2.18,0.2614415515276592,0.23644840949677123,-1.2496571015443976,2.9607008908635577,0.009528863407269855
0.01,2.18,2.2,0.23644840949677123,0.21319226276175554,-1.162807336750783,2.771368403613478,0.009533359813992441
0.01,2.2,2.22,0.21319226276175554,0.19160737856471402,-1.0792442098520754,2.5875295244363214,0.009537407810405706
0.01,2.22,2.24,0.19160737856471402,0.1716270835508478,-0.9990147506933111,2.409420125103865,0.009541040155026862
0.01,2.24,2.2600000000000002,0.1716270835508478,0.15318394548342767,-0.9221569033710049,2.237258547101899,0.009544288265317204
0.01,2.2600000000000002,2.2800000000000002,0.15318394548342767,0.13620995647677478,-0.8486994503326437,2.0712447032352026,0.009547182204336806
0.01,2.2800000000000002,2.3000000000000003,0.13620995647677478,0.1206367175599469,-0.7786619458413935,1.9115591929951519,0.009549750671077172
0.01,2.3000000000000003,2.32,0.1206367175599469,0.10639562435954329,-0.7120546600201956,1.758362435606397,0.009552020994496367
0.01,2.32,2.34,0.10639562435954329,0.09341805366248,-0.6488785348531639,1.6117938252188837,0.009554019131276587
0.01,2.34,2.36,0.09341805366248,0.08163555058846689,-0.5891251537006549,1.4719709133220122,0.009555769667319096
0.01,2.36,2.38,0.08163555058846689,0.0709800160668475,-0.532776726080969,1.3389886241395537,0.009557295822985649
0.01,2.38,2.4,0.0709800160668475,0.061383894273258265,-0.4798060896794614,1.2129185095039658,0.00955861946208905
0.01,2.4,2.42,0.061383894273258265,0.05278035963771997,-0.43017673177691423,1.0938080505378525,0.00955976110462816
0.01,2.42,2.44,0.05278035963771997,0.04510350298690247,-0.38384283254087453,0.9816800143866363,0.009560739943254407
0.01,2.44,2.46,0.04510350298690247,0.038288516329114286,-0.3407493328894092,0.8765318752370609,0.009561573863447567
0.01,2.46,2.48,0.038288516329114286,0.03227187573041355,-0.30083202993503677,0.7783353099693048,0.009562279467368163
0.01,2.48,2.5,0.03227187573041355,0.026991521663780018,-0.2640177033316762,0.6870357799929705,0.009562872101342105
